pathway,GO
GOBP_B_CELL_MEDIATED_IMMUNITY,GO:0019724
GOBP_B_CELL_PROLIFERATION,GO:0042100
GOBP_B_CELL_PROLIFERATION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0002322
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,GO:0050853
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING,GO:0051016
GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING,GO:0016553
GOBP_BASE_EXCISION_REPAIR,GO:0006284
GOBP_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,GO:0006285
GOBP_BASE_EXCISION_REPAIR_GAP_FILLING,GO:0006287
GOBP_BASEMENT_MEMBRANE_ASSEMBLY,GO:0070831
GOBP_BASEMENT_MEMBRANE_ORGANIZATION,GO:0071711
GOBP_BASIC_AMINO_ACID_TRANSPORT,GO:0015802
GOBP_BEHAVIOR,GO:0007610
GOBP_BEHAVIORAL_DEFENSE_RESPONSE,GO:0002209
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE,GO:0048148
GOBP_BEHAVIORAL_RESPONSE_TO_ETHANOL,GO:0048149
GOBP_BEHAVIORAL_RESPONSE_TO_NICOTINE,GO:0035095
GOBP_BEHAVIORAL_RESPONSE_TO_PAIN,GO:0048266
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:0042537
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION,GO:0060020
GOBP_BICARBONATE_TRANSPORT,GO:0015701
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT,GO:0015721
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS,GO:0006699
GOBP_BILE_ACID_METABOLIC_PROCESS,GO:0008206
GOBP_BILE_ACID_SECRETION,GO:0032782
GOBP_BILE_ACID_SIGNALING_PATHWAY,GO:0038183
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,GO:0007339
GOBP_BIOLOGICAL_PHASE,GO:0044848
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,GO:0051701
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT,GO:0051702
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,GO:0044419
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS,GO:0051703
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,GO:0044403
GOBP_BIOMINERALIZATION,GO:0110148
GOBP_BLASTOCYST_DEVELOPMENT,GO:0001824
GOBP_BLASTOCYST_FORMATION,GO:0001825
GOBP_BLASTOCYST_GROWTH,GO:0001832
GOBP_BLASTODERM_SEGMENTATION,GO:0007350
GOBP_BLEB_ASSEMBLY,GO:0032060
GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY,GO:0007597
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION,GO:0060837
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,GO:0043534
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,GO:0002043
GOBP_BLOOD_VESSEL_MATURATION,GO:0001955
GOBP_BLOOD_VESSEL_MORPHOGENESIS,GO:0048514
GOBP_BLOOD_VESSEL_REMODELING,GO:0001974
GOBP_BMP_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,GO:0061312
GOBP_BODY_FLUID_SECRETION,GO:0007589
GOBP_BODY_MORPHOGENESIS,GO:0010171
GOBP_BONE_CELL_DEVELOPMENT,GO:0098751
GOBP_BONE_DEVELOPMENT,GO:0060348
GOBP_BONE_GROWTH,GO:0098868
GOBP_BONE_MARROW_DEVELOPMENT,GO:0048539
GOBP_BONE_MATURATION,GO:0070977
GOBP_BONE_MINERALIZATION,GO:0030282
GOBP_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION,GO:0035630
GOBP_BONE_MORPHOGENESIS,GO:0060349
GOBP_BONE_REMODELING,GO:0046849
GOBP_BONE_RESORPTION,GO:0045453
GOBP_BONE_TRABECULA_FORMATION,GO:0060346
GOBP_BONE_TRABECULA_MORPHOGENESIS,GO:0061430
GOBP_BOX_C_D_SNORNP_ASSEMBLY,GO:0000492
GOBP_BRADYKININ_CATABOLIC_PROCESS,GO:0010815
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0031547
GOBP_BRAIN_MORPHOGENESIS,GO:0048854
GOBP_BRAIN_RENIN_ANGIOTENSIN_SYSTEM,GO:0002035
GOBP_BRAINSTEM_DEVELOPMENT,GO:0003360
GOBP_BRANCH_ELONGATION_INVOLVED_IN_URETERIC_BUD_BRANCHING,GO:0060681
GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM,GO:0060602
GOBP_BRANCHED_CHAIN_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0009082
GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS,GO:0009083
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,GO:0009081
GOBP_BRANCHED_CHAIN_AMINO_ACID_TRANSPORT,GO:0015803
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS,GO:0001569
GOBP_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS,GO:0060670
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS,GO:0060444
GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS,GO:0060442
GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS,GO:0060445
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE,GO:0048755
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE,GO:0048754
GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE,GO:0021785
GOBP_BRONCHIOLE_DEVELOPMENT,GO:0060435
GOBP_BRONCHUS_DEVELOPMENT,GO:0060433
GOBP_BROWN_FAT_CELL_DIFFERENTIATION,GO:0050873
GOBP_BRUSH_BORDER_ASSEMBLY,GO:1904970
GOBP_BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING,GO:0060449
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION,GO:0086069
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING,GO:0086028
GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,GO:0006700
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS,GO:0008207
GOBP_C4_DICARBOXYLATE_TRANSPORT,GO:0015740
GOBP_C_5_METHYLATION_OF_CYTOSINE,GO:0090116
GOBP_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION,GO:0018410
GOBP_C_TERMINAL_PROTEIN_DEGLUTAMYLATION,GO:0035609
GOBP_C_TERMINAL_PROTEIN_LIPIDATION,GO:0006501
GOBP_CADMIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:0070574
GOBP_CALCINEURIN_MEDIATED_SIGNALING,GO:0097720
GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY,GO:0097646
GOBP_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING,GO:0061588
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,GO:0016339
GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION,GO:0036444
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,GO:0016338
GOBP_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,GO:1990034
GOBP_CALCIUM_ION_HOMEOSTASIS,GO:0055074
GOBP_CALCIUM_ION_IMPORT,GO:0070509
GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,GO:0098703
GOBP_CALCIUM_ION_IMPORT_INTO_SARCOPLASMIC_RETICULUM,GO:1990036
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS,GO:0017156
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER,GO:0048791
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,GO:0097553
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,GO:0070588
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL,GO:0061577
GOBP_CALCIUM_ION_TRANSPORT,GO:0006816
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,GO:0060402
GOBP_CALCIUM_MEDIATED_SIGNALING,GO:0019722
GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE,GO:0035584
GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY,GO:0099004
GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS,GO:0048593
GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION,GO:0060219
GOBP_CAMP_BIOSYNTHETIC_PROCESS,GO:0006171
GOBP_CAMP_CATABOLIC_PROCESS,GO:0006198
GOBP_CAMP_MEDIATED_SIGNALING,GO:0019933
GOBP_CAMP_METABOLIC_PROCESS,GO:0046058
GOBP_CANNABINOID_SIGNALING_PATHWAY,GO:0038171
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY,GO:0060070
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT,GO:0061317
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,GO:0061316
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_OSTEOBLAST_DIFFERENTIATION,GO:0044339
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_REGULATION_OF_CELL_PROLIFERATION,GO:0044340
GOBP_CAP_DEPENDENT_TRANSLATIONAL_INITIATION,GO:0002191
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,GO:0016051
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,GO:0016052
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS,GO:1901137
GOBP_CARBOHYDRATE_DERIVATIVE_CATABOLIC_PROCESS,GO:1901136
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,GO:1901135
GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT,GO:1901264
GOBP_CARBOHYDRATE_HOMEOSTASIS,GO:0033500
GOBP_CARBOHYDRATE_IMPORT_ACROSS_PLASMA_MEMBRANE,GO:0098704
GOBP_CARBOHYDRATE_MEDIATED_SIGNALING,GO:0009756
GOBP_CARBOHYDRATE_METABOLIC_PROCESS,GO:0005975
GOBP_CARBOHYDRATE_PHOSPHORYLATION,GO:0046835
GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT,GO:0034219
GOBP_CARBOHYDRATE_TRANSPORT,GO:0008643
GOBP_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION,GO:0045990
GOBP_CARBON_DIOXIDE_TRANSPORT,GO:0015670
GOBP_CARBOXYLIC_ACID_TRANSPORT,GO:0046942
GOBP_CARDIAC_ATRIUM_DEVELOPMENT,GO:0003230
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS,GO:0003209
GOBP_CARDIAC_CELL_DEVELOPMENT,GO:0055006
GOBP_CARDIAC_CELL_FATE_COMMITMENT,GO:0060911
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,GO:0003205
GOBP_CARDIAC_CHAMBER_FORMATION,GO:0003207
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,GO:0003206
GOBP_CARDIAC_CONDUCTION,GO:0061337
GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT,GO:0003161
GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GO:0060317
GOBP_CARDIAC_FIBROBLAST_CELL_DIFFERENTIATION,GO:0060935
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS,GO:0003214
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,GO:0086001
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,GO:0086002
GOBP_CARDIAC_MUSCLE_CELL_CARDIAC_MUSCLE_CELL_ADHESION,GO:0086042
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,GO:0086003
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,GO:0055007
GOBP_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT,GO:0060923
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION,GO:0099622
GOBP_CARDIAC_MUSCLE_CELL_MYOBLAST_DIFFERENTIATION,GO:0060379
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION,GO:0060038
GOBP_CARDIAC_MUSCLE_CONTRACTION,GO:0060048
GOBP_CARDIAC_MUSCLE_MYOBLAST_PROLIFERATION,GO:0110021
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,GO:0055008
GOBP_CARDIAC_MUSCLE_TISSUE_REGENERATION,GO:0061026
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY,GO:0055003
GOBP_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS,GO:0061309
GOBP_CARDIAC_NEURAL_CREST_CELL_DIFFERENTIATION_INVOLVED_IN_HEART_DEVELOPMENT,GO:0061307
GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS,GO:0003253
GOBP_CARDIAC_PACEMAKER_CELL_DIFFERENTIATION,GO:0060920
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS,GO:0003215
GOBP_CARDIAC_SEPTUM_DEVELOPMENT,GO:0003279
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS,GO:0060411
GOBP_CARDIAC_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,GO:0060947
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,GO:0003231
GOBP_CARDIAC_VENTRICLE_FORMATION,GO:0003211
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS,GO:0003208
GOBP_CARDIOBLAST_DIFFERENTIATION,GO:0010002
GOBP_CARDIOBLAST_PROLIFERATION,GO:0003263
GOBP_CARDIOCYTE_DIFFERENTIATION,GO:0035051
GOBP_CARDIOLIPIN_ACYL_CHAIN_REMODELING,GO:0035965
GOBP_CARDIOLIPIN_BIOSYNTHETIC_PROCESS,GO:0032049
GOBP_CARDIOLIPIN_METABOLIC_PROCESS,GO:0032048
GOBP_CARNITINE_METABOLIC_PROCESS,GO:0009437
GOBP_CARNITINE_TRANSMEMBRANE_TRANSPORT,GO:1902603
GOBP_CARNITINE_TRANSPORT,GO:0015879
GOBP_CARTILAGE_DEVELOPMENT,GO:0051216
GOBP_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,GO:0060351
GOBP_CARTILAGE_MORPHOGENESIS,GO:0060536
GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,GO:0009713
GOBP_CATECHOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS,GO:0019614
GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,GO:0009712
GOBP_CATECHOLAMINE_SECRETION,GO:0050432
GOBP_CATECHOLAMINE_UPTAKE,GO:0090493
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION,GO:0051934
GOBP_CATION_TRANSMEMBRANE_TRANSPORT,GO:0098655
GOBP_CATION_TRANSPORT,GO:0006812
GOBP_CAVEOLA_ASSEMBLY,GO:0070836
GOBP_CAVEOLIN_MEDIATED_ENDOCYTOSIS,GO:0072584
GOBP_CD40_SIGNALING_PATHWAY,GO:0023035
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO:0035710
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION,GO:0035743
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,GO:0043367
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION,GO:0035739
GOBP_CD4_POSITIVE_CD25_POSITIVE_ALPHA_BETA_REGULATORY_T_CELL_DIFFERENTIATION,GO:0002361
GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,GO:0043369
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO:0036037
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION,GO:0043374
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION,GO:0035740
GOBP_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032488
GOBP_CDP_CHOLINE_PATHWAY,GO:0006657
GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS,GO:0046341
GOBP_CELL_ACTIVATION,GO:0001775
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0002263
GOBP_CELL_ADHESION,GO:0007155
GOBP_CELL_ADHESION_INVOLVED_IN_HEART_MORPHOGENESIS,GO:0061343
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN,GO:0033627
GOBP_CELL_ADHESION_MOLECULE_PRODUCTION,GO:0060352
GOBP_CELL_AGGREGATION,GO:0098743
GOBP_CELL_CELL_ADHESION,GO:0098609
GOBP_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION,GO:0070586
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,GO:0044331
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN,GO:0033631
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,GO:0098742
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,GO:0007043
GOBP_CELL_CELL_JUNCTION_DISASSEMBLY,GO:0150147
GOBP_CELL_CELL_JUNCTION_MAINTENANCE,GO:0045217
GOBP_CELL_CELL_JUNCTION_ORGANIZATION,GO:0045216
GOBP_CELL_CELL_RECOGNITION,GO:0009988
GOBP_CELL_CELL_SIGNALING,GO:0007267
GOBP_CELL_CELL_SIGNALING_BY_WNT,GO:0198738
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,GO:0086019
GOBP_CELL_CHEMOTAXIS,GO:0060326
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,GO:0010644
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,GO:0086064
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,GO:0086065
GOBP_CELL_CYCLE,GO:0007049
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,GO:0000075
GOBP_CELL_CYCLE_DNA_REPLICATION,GO:0044786
GOBP_CELL_CYCLE_DNA_REPLICATION_INITIATION,GO:1902292
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,GO:0044843
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,GO:0044839
GOBP_CELL_CYCLE_PHASE_TRANSITION,GO:0044770
GOBP_CELL_CYCLE_PROCESS,GO:0022402
GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE,GO:0036474
GOBP_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS,GO:0036473
GOBP_CELL_DIFFERENTIATION_IN_HINDBRAIN,GO:0021533
GOBP_CELL_DIFFERENTIATION_IN_SPINAL_CORD,GO:0021515
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT,GO:0060706
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:0061005
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,GO:0072202
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING,GO:0090679
GOBP_CELL_DIVISION,GO:0051301
GOBP_CELL_FATE_COMMITMENT,GO:0045165
GOBP_CELL_FATE_COMMITMENT_INVOLVED_IN_FORMATION_OF_PRIMARY_GERM_LAYER,GO:0060795
GOBP_CELL_FATE_COMMITMENT_INVOLVED_IN_PATTERN_SPECIFICATION,GO:0060581
GOBP_CELL_FATE_DETERMINATION,GO:0001709
GOBP_CELL_FATE_SPECIFICATION,GO:0001708
GOBP_CELL_FATE_SPECIFICATION_INVOLVED_IN_PATTERN_SPECIFICATION,GO:0060573
GOBP_CELL_GROWTH,GO:0016049
GOBP_CELL_JUNCTION_ASSEMBLY,GO:0034329
GOBP_CELL_JUNCTION_DISASSEMBLY,GO:0150146
GOBP_CELL_JUNCTION_MAINTENANCE,GO:0034331
GOBP_CELL_JUNCTION_ORGANIZATION,GO:0034330
GOBP_CELL_KILLING,GO:0001906
GOBP_CELL_MATRIX_ADHESION,GO:0007160
GOBP_CELL_MATURATION,GO:0048469
GOBP_CELL_MIGRATION_IN_HINDBRAIN,GO:0021535
GOBP_CELL_MIGRATION_INVOLVED_IN_GASTRULATION,GO:0042074
GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT,GO:0060973
GOBP_CELL_MIGRATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:0035787
GOBP_CELL_MIGRATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,GO:0035788
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,GO:0002042
GOBP_CELL_MORPHOGENESIS,GO:0000902
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION,GO:0000904
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION,GO:0048667
GOBP_CELL_MOTILITY,GO:0048870
GOBP_CELL_MOTILITY_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION,GO:0021814
GOBP_CELL_PART_MORPHOGENESIS,GO:0032990
GOBP_CELL_PROJECTION_ASSEMBLY,GO:0030031
GOBP_CELL_PROJECTION_ORGANIZATION,GO:0030030
GOBP_CELL_PROLIFERATION_IN_BONE_MARROW,GO:0071838
GOBP_CELL_PROLIFERATION_IN_FOREBRAIN,GO:0021846
GOBP_CELL_PROLIFERATION_IN_HINDBRAIN,GO:0021534
GOBP_CELL_PROLIFERATION_IN_MIDBRAIN,GO:0033278
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,GO:0061323
GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,GO:0072111
GOBP_CELL_PROLIFERATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT,GO:0072203
GOBP_CELL_RECOGNITION,GO:0008037
GOBP_CELL_REDOX_HOMEOSTASIS,GO:0045454
GOBP_CELL_SUBSTRATE_ADHESION,GO:0031589
GOBP_CELL_SUBSTRATE_JUNCTION_DISASSEMBLY,GO:0120180
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,GO:0150115
GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,GO:0002752
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING,GO:1905114
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT,GO:0061311
GOBP_CELL_VOLUME_HOMEOSTASIS,GO:0006884
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS,GO:0006081
GOBP_CELLULAR_AMIDE_METABOLIC_PROCESS,GO:0043603
GOBP_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0008652
GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS,GO:0009063
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,GO:0006520
GOBP_CELLULAR_ANION_HOMEOSTASIS,GO:0030002
GOBP_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS,GO:0006576
GOBP_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,GO:0034637
GOBP_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS,GO:0044275
GOBP_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,GO:0044262
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,GO:0010927
GOBP_CELLULAR_COMPONENT_DISASSEMBLY,GO:0022411
GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS,GO:0006921
GOBP_CELLULAR_COMPONENT_MAINTENANCE,GO:0043954
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS,GO:0032989
GOBP_CELLULAR_COPPER_ION_HOMEOSTASIS,GO:0006878
GOBP_CELLULAR_DEFENSE_RESPONSE,GO:0006968
GOBP_CELLULAR_DETOXIFICATION_OF_ALDEHYDE,GO:0110095
GOBP_CELLULAR_EXTRAVASATION,GO:0045123
GOBP_CELLULAR_GLUCAN_METABOLIC_PROCESS,GO:0006073
GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS,GO:0001678
GOBP_CELLULAR_GLUCURONIDATION,GO:0052695
GOBP_CELLULAR_HOMEOSTASIS,GO:0019725
GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS,GO:0034754
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE,GO:0071474
GOBP_CELLULAR_HYPEROSMOTIC_SALINITY_RESPONSE,GO:0071475
GOBP_CELLULAR_HYPOTONIC_RESPONSE,GO:0071476
GOBP_CELLULAR_ION_HOMEOSTASIS,GO:0006873
GOBP_CELLULAR_IRON_ION_HOMEOSTASIS,GO:0006879
GOBP_CELLULAR_KETONE_METABOLIC_PROCESS,GO:0042180
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS,GO:0044242
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS,GO:0044255
GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS,GO:0034645
GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,GO:0044265
GOBP_CELLULAR_MAGNESIUM_ION_HOMEOSTASIS,GO:0010961
GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE,GO:0043094
GOBP_CELLULAR_METAL_ION_HOMEOSTASIS,GO:0006875
GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0042398
